huc8,water_year,AgEra-5_precipitation_mm,prism_precipitation_mm,rdpa_precipitation_mm,nclimgrid_precipitation_mm,gridmet_precipitation_mm,chirps_precipitation_mm,ensemble_et_mm,disalexi_et_mm,eemetric_et_mm,ptjpl_et_mm,ssebop_et_mm,geesebal_et_mm,q_mm,wbet_AgEra-5_mm,wbet_prism_mm,wbet_rdpa_mm,wbet_nclimgrid_mm,wbet_gridmet_mm,wbet_chirps_mm
18090202,2017.0,186.4410280594032,146.89097010208985,158.59659376818863,163.17780297323057,153.25753423727548,129.59190406953053,180.81753146618894,242.3262369306753,145.8833740140502,240.02532111032357,89.54501486866873,376.2834085862818,0.3923228789754963,186.04870518042773,146.49864722311435,158.20427088921312,162.78548009425506,152.86521135829997,129.19958119055502
18090202,2018.0,79.16103196237452,81.629925313478,70.88832817779355,65.73919286946011,75.70341459426601,76.45822295071068,147.38707513826276,223.80227663997496,94.97079506796359,178.7906822844406,64.94362802179552,404.42894123049933,0.16787622725965864,78.99315573511487,81.46204908621834,70.7204519505339,65.57131664220046,75.53553836700635,76.29034672345102
18090202,2019.0,194.38363027781554,185.04460495263774,177.92831554224955,195.43989225512553,183.71414499408314,129.2119857605854,184.30855170280452,234.80556860443852,108.86398591521274,252.29598479154777,85.063994925397,409.6688266330254,0.15481469060552713,194.22881558721,184.88979026203222,177.77350085164403,195.28507756452,183.5593303034776,129.05717106997986
18090202,2020.0,156.28337475915154,127.73831236128827,131.0651829308576,137.97013980790823,122.90341620558738,96.52666983033122,181.1583202974593,257.169903716345,125.3708845747203,220.56683958220012,94.54009611109146,394.4239125947667,0.3497037944981466,155.9336709646534,127.38860856679013,130.71547913635942,137.62043601341009,122.55371241108922,96.17696603583308
18090202,2021.0,65.44156134184624,54.41803005504079,42.59012981982879,66.35242446854426,48.636081802791615,69.04164068975665,139.48408488196546,211.0512646062336,105.75599091688855,162.271445563097,66.67585098270706,311.9779843024032,0.13033539727092713,65.31122594457531,54.287694657769855,42.45979442255786,66.22208907127333,48.50574640552069,68.91130529248572
18090202,2022.0,139.5129843358703,108.85710303556785,81.37812788098475,87.19988098102573,104.77518508140093,92.53313169499674,166.67270906622772,233.61514506927355,130.12265770731213,185.28358169099212,70.06217073549595,402.0786783648987,0.19744486297477337,139.31553947289555,108.65965817259307,81.18068301800997,87.00243611805095,104.57774021842616,92.33568683202198
18090202,2023.0,312.4779070643621,232.34619698689198,257.549371639547,181.45990801929136,210.9092799311391,119.94390096685134,200.3001254152083,275.2783196504946,125.29268533141722,249.2657633235539,94.70060163568476,386.7810454618703,0.5004353689127706,311.97747169544937,231.84576161797924,257.0489362706343,180.9594726503786,210.40884456222634,119.44346559793858
18040014,2023.0,528.9156016813264,548.0026259945357,409.4998102762057,525.0961645913154,573.1342523837488,458.04623102634395,433.23953767950957,392.60564371753486,248.49185334285434,686.6474484715816,475.6552908187434,311.31776941932833,18.57669801672211,510.33890366460423,529.4259279778137,390.9231122594836,506.51946657459325,554.5575543670268,439.4695330096218
18040006,2004.0,662.7695878930048,660.998882102615,588.6040503409107,581.5352009023331,751.2506385136529,573.1605716868139,630.9404629781428,685.2386104849782,538.5116294956467,702.0307167351125,754.3871131887147,742.9994818259373,33.86849070392606,628.9010971890788,627.130391398689,554.7355596369847,547.6667101984071,717.3821478097269,539.2920809828879
18040006,2005.0,1255.5687308274755,1399.9059729111693,1422.0097730992702,1251.0150712373618,1394.3911588541162,1062.0212369918218,607.6329252354308,777.1379625315612,546.910229182663,707.2948143642677,718.4958891653772,705.7216747132179,207.432962825765,1048.1357680017106,1192.4730100854042,1214.5768102735053,1043.582108411597,1186.958196028351,854.5882741660566
18040006,2006.0,1236.64079314632,1359.2795215615602,1412.6446436417152,1190.1463239152731,1386.8440065249629,1012.608029916542,619.0035614815899,736.07793682366,554.3779453830501,735.5957149628048,727.3640987198888,646.5981988385324,398.17942401188293,838.4613691344371,961.1000975496772,1014.4652196298323,791.9668999033902,988.6645825130798,614.4286059046591
18040006,2007.0,538.9655430024685,483.4839662760466,597.5590525679162,459.75643927184365,568.8993258287214,500.692768863319,630.1698430521886,687.2355857604975,551.7493651818088,691.2816041272043,706.8403611278859,664.6664573288448,44.01699081508664,494.9485521873819,439.46697546096,553.5420617528296,415.73944845675703,524.8823350136348,456.6757780482323
18040006,2008.0,741.4151219922552,748.6256899149806,805.0834354443653,588.5000334124749,819.3348997378201,555.9916388001857,616.8180931128868,696.3265280961231,517.915654530174,706.8397568345026,736.1366821145433,673.0301027923232,41.127934834400975,700.2871871578542,707.4977550805796,763.9555006099642,547.3720985780739,778.2069649034191,514.8637039657848
18040006,2009.0,873.098005885926,917.2175806987125,815.3954935933358,689.0453232853502,940.5240107546565,647.9767983042871,615.5019789272498,684.0505881387263,552.418987541863,703.6812197850445,732.1190450761875,676.6143816401557,30.700449249157295,842.3975566367687,886.5171314495552,784.6950443441785,658.3448740361928,909.8235615054991,617.2763490551297
18040006,2010.0,976.3482848552542,1151.1681902435735,1113.5486309883697,888.9756491847352,1170.9113268397348,837.0579563243808,601.4401590263035,750.5346833077608,517.4008393677549,704.9192451516553,706.6138300754607,735.1822416070122,114.09162840092218,862.256656454332,1037.0765618426512,999.4570025874476,774.8840207838131,1056.8196984388126,722.9663279234587
18040006,2011.0,1371.6657440253812,1603.046657883347,1275.8620154904609,1296.2834551005121,1536.1302067916492,1190.2826310422397,617.7325391953449,768.8417099649332,584.0256118687282,693.4625101745437,717.6885719995347,747.0225254792641,409.33982288286353,962.3259211425176,1193.7068350004836,866.5221926075973,886.9436322176485,1126.7903839087855,780.9428081593762
18040006,2012.0,598.8824800749246,592.9866391449178,536.0873000014061,471.74249214315466,568.8061576901445,539.4401616681286,620.6094729616373,657.1643600771994,538.4613292751683,652.3616166580567,724.3035674646594,642.7832701211987,74.52255372377391,524.3599263511506,518.4640854211439,461.56474627763225,397.21993841938075,494.2836039663705,464.91760794435464
18040006,2013.0,646.2637422374372,622.4202093692545,586.5852387836026,496.8590547561673,635.4132701112924,530.2748751397637,632.464626105787,656.0489971093346,614.4846443031986,718.6183434991926,740.8248786642514,658.9035231010226,88.89549338547202,557.3682488519652,533.5247159837825,497.68974539813064,407.9635613706953,546.5177767258205,441.3793817542916
18040006,2014.0,521.4001503875444,470.50892892205883,389.66552291896403,366.8994516668892,462.25458389560305,431.74226290027593,634.7570298237183,640.3251148883598,559.5813721625302,680.2732622615847,750.2186014840127,700.9597442649272,136.73498868688517,384.6651617006592,333.77394023517365,252.93053423207886,230.16446298000403,325.51959520871793,295.00727421339076
18040006,2015.0,550.2302343207518,433.9960262033048,413.78711381789503,380.9316311970312,453.394896535202,469.9192618291013,693.412465882081,644.6265280882507,636.6187776437343,719.2656100903237,687.6839378711568,758.5859272086777,68.22405315495998,482.0061811657918,365.7719730483448,345.5630606629351,312.70757804207125,385.1708433802421,401.6952086741413
18040006,2016.0,826.6306453340806,924.2551157909926,745.163088710535,792.9900269904005,939.2881495235828,766.5385640096067,737.7164502694286,728.5532635693227,591.5718288785228,769.1743752790342,679.8883668160112,834.6533889149699,67.59126337510789,759.0393819589726,856.6638524158848,677.5718253354271,725.3987636152925,871.6968861484748,698.9473006344989
18040006,2017.0,1671.826486141401,1855.6300441348392,1489.6253498055232,1318.8026949126552,1933.5047085108279,1305.727460611087,724.7265434354038,752.6174022092576,580.9493592868866,767.7708726076705,666.629515606283,752.2277535277773,638.7568410663762,1033.0696450750247,1216.873203068463,850.8685087391472,680.0458538462791,1294.7478674444517,666.9706195447109
18040006,2018.0,787.2762955583112,733.4618573313232,622.4334750267561,628.5732803139592,748.3639550183821,620.2895215817646,688.9002418694192,688.1669008289127,561.1082355571016,749.8698074177498,679.2750444374052,711.0820800250904,83.97232203393548,703.3039735243757,649.4895352973878,538.4611529928206,544.6009582800237,664.3916329844467,536.3171995478291
18040006,2019.0,1327.19962898379,1301.2329533691359,1024.1543091154758,1047.3160997028249,1315.202388222784,874.1097238335279,734.4539360218272,735.2668830151041,607.683598692794,765.0516326778794,679.9618949785514,788.9543800358902,216.20106125648306,1110.998567727307,1085.031892112653,807.9532478589928,831.1150384463418,1099.0013269663011,657.9086625770449
18040006,2020.0,614.1022538104736,580.6175637425388,461.51743517532475,506.4119944889068,577.9259167759042,603.2220655524412,701.5054751848709,678.913165604533,526.2183870006351,753.1638453659571,670.6637055474109,803.2119225786857,83.91813890467141,530.1841149058022,496.6994248378673,377.5992962706534,422.49385558423535,494.00777787123275,519.3039266477698
18040006,2021.0,508.4826595097794,451.57693542462937,412.857365604704,378.1543608439204,470.50252052313635,491.9349912135045,514.5436228012646,431.9109747580137,417.7280436750718,589.9067302392793,507.7631123898432,594.0012546990584,69.9607953727541,438.5218641370253,381.6161400518752,342.89657023194985,308.1935654711663,400.5417251503822,421.9741958407504
18040006,2022.0,701.134257564115,702.7880519120088,610.9786586749755,622.2559781305521,708.5251940748398,543.3887307515035,587.5284794459106,474.3882104833518,455.83084636397484,657.0959016126808,594.642358863229,666.2913606408525,138.75031288737424,562.3839446767407,564.0377390246344,472.2283457876012,483.5056652431778,569.7748811874656,404.6384178641293
18040006,2023.0,1769.6445163838662,1770.773636838512,1477.8751697246312,1472.6163197583683,1730.669806174905,1266.3549036783456,636.0400078632119,574.1632900469453,457.8290425933908,725.1281851724357,588.9635721719264,725.7367096889947,697.6919460501605,1071.9525703337056,1073.0816907883514,780.1832236744707,774.9243737082078,1032.9778601247444,568.662957628185
18020162,2004.0,642.104037318141,869.2255051003091,693.7877973615332,875.991828186597,833.2328204070186,844.327080473571,723.4614543600375,690.9461432902887,552.4022661664544,910.619913431852,821.587724368671,562.9073667791868,351.7625050992545,290.3415322188864,517.4630000010545,342.02529226227875,524.2293230873426,481.47031530776417,492.5645753743166
18020162,2005.0,813.8032815605217,1080.1299094227413,1029.303508903755,1068.6137302407828,1028.054288067223,972.0019601403504,769.6497784649836,762.2420375179036,601.2085471453457,982.2079083455552,772.938872496177,659.5803309155864,199.27427860538313,614.5290029551385,880.8556308173584,830.0292302983721,869.3394516353997,828.7800094618401,772.7276815349674
18020162,2006.0,942.3478788354184,1269.7166007960857,1261.118261525516,1280.3698953341195,1245.5746417028704,1213.9743886553513,700.9954710581355,693.4692767979598,546.5075396257934,893.8970455491292,763.8085382242634,547.9686147983349,583.8492364071385,358.49864242828,685.8673643889472,677.2690251183775,696.520658926981,661.7254052957319,630.1251522482128
18020162,2007.0,356.1612104012461,489.60696698320834,486.1345212388553,480.202221583443,470.1058499719083,543.9522305155431,703.5665968730925,649.6957366920518,541.9239417694378,887.2082465823521,800.5514733844082,535.2806418217808,174.14839569734272,182.01281470390336,315.4585712858656,311.9861255415126,306.0538258861003,295.9574542745655,369.80383481820036
18020162,2008.0,510.15065254091365,667.127879293857,704.3407217901452,682.2423094853909,638.5841385858827,688.573913601434,698.1131422900319,645.266666794508,528.4857459909099,873.7242413806107,811.3746804613874,527.5045902832417,177.8252027417476,332.32544979916605,489.30267655210935,526.5155190483976,504.41710674364344,460.75893584413507,510.7487108596864
18020162,2009.0,472.579594786722,666.8267507881569,532.6495090926632,664.6602894073203,614.0127703891353,677.1447216591954,697.3675232527639,606.8419502652093,542.8653698894764,886.6612560673531,793.9814994326401,558.1226496116477,173.28395258817912,299.29564219854285,493.5427981999778,359.365556504484,491.37633681914116,440.7288178009563,503.8607690710163
18020162,2010.0,743.6260501590464,944.9087450803332,1002.52126700793,966.2231840481763,897.6125333842559,922.047053906879,733.2324371056395,698.5184712927518,610.2493372956233,894.0276032619487,766.2509283946063,589.1396368074062,149.16603315852046,594.4600170005259,795.7427119218128,853.3552338494096,817.0571508896558,748.4465002257355,772.8810207483585
18020162,2011.0,771.7160795785652,1103.0397522478465,990.4979333696667,1042.2529361038112,1046.7915506329136,987.8089607975401,716.5630357568657,693.4121612194974,540.1960424867418,954.4327209351687,716.7465532894098,594.2261940969712,147.5748918418371,624.1411877367282,955.4648604060093,842.9230415278296,894.678044261974,899.2166587910766,840.2340689557032
18020162,2012.0,442.38280653018,630.7143799853659,561.6078726002177,612.3042693075097,595.9509711516798,646.4212380974583,732.084069654032,662.7883055879332,546.1199730859495,946.3116678767664,833.0896660514717,576.2429791157965,168.37985868426347,274.00294784591654,462.3345213011024,393.2280139159542,443.92441062324616,427.57111246741636,478.04137941319476
18020162,2013.0,519.4201124909621,711.2661456819238,708.5508491961803,743.424603366314,708.446009889844,723.1157054187879,737.698060025869,666.4192719281771,550.0959192388489,923.8132222664675,871.2735285241151,590.1140010075206,190.6643559325024,328.7557565584597,520.6017897494214,517.8864932636778,552.7602474338116,517.7816539573416,532.4513494862855
18020162,2014.0,346.3655869579872,450.3265576659487,433.00611472258703,443.28882245449125,443.97697278431815,509.94208988728946,725.2592739140051,612.0009534849261,544.6220623106191,880.2896968628075,905.7798941319722,618.4815026916331,175.38911051896343,170.97647643902374,274.9374471469853,257.6170042036236,267.8997119355278,268.5878622653547,334.552979368326
18020162,2015.0,501.57130216459615,653.9040267950534,689.066649506247,656.0144604018515,659.4627433487226,700.7447888915758,732.8561915057364,599.0495714535341,599.5306292881752,950.3527614409171,851.6018507717068,565.3765905782288,167.45130788502655,334.1199942795696,486.45271891002676,521.6153416212204,488.5631525168249,492.01143546369605,533.2934810065493
18020162,2016.0,645.8743199370653,817.2347007250045,840.7176900049994,815.7032663098094,785.0602706635419,807.0094544611262,652.9611452811364,568.086519641162,470.7535274163667,903.8729376795332,733.6156099624934,537.8354286354396,150.73089609774135,495.1434238393238,666.5038046272631,689.9867939072581,664.972370212068,634.3293745658005,656.2785583633848
18020162,2017.0,1022.489649339061,1499.428511748496,1504.2932069215437,1505.379482661166,1432.5183846005748,1299.782147802673,684.5362381633255,694.8781538730246,423.4464737682555,906.719445924633,760.1086692488875,505.41736039830687,317.77127946486587,704.7183698741952,1181.6572322836303,1186.521927456678,1187.6082031963003,1114.747105135709,982.0108683378073
18020162,2018.0,369.33846108869477,558.9119960334788,555.0900012329192,576.6508264812169,535.1820550537961,574.8161731813477,683.0297241220079,627.106524968041,493.4492621312752,901.2213222509297,785.9994268360081,512.9903151674523,143.42016485566978,225.91829623302496,415.49183117780893,411.6698363772494,433.2306616255471,391.76189019812637,431.39600832567794
18020162,2019.0,959.4911061574669,1245.4533069609806,1165.9626902183384,1194.8047669112818,1179.5232322391262,1072.358873155662,705.5104218020646,654.7822400063011,512.8054101134402,900.6747258959319,780.8453726949413,586.7725443703806,313.0857870086325,646.4053191488345,932.3675199523481,852.8769032097059,881.7189799026494,866.4374452304936,759.2730861470294
18020162,2020.0,346.34749174240636,451.96300591370266,434.5960162432381,490.9260400160395,436.11146630138006,482.7078333307545,694.5207556830358,571.1596984303412,516.1782539326358,896.3467543206158,806.0130140404237,569.5436606273477,171.77309027077666,174.5744014716297,280.189915642926,262.82292597246146,319.15294974526284,264.3383760306034,310.93474305997785
18020162,2021.0,210.23945256761442,314.85307367261424,273.8193252221231,353.2110797156414,302.0342590618421,345.2788845367072,477.33642841697974,352.7827992237637,308.21858788239547,661.8249528484546,638.6221945768738,380.31958878999035,185.83332169339997,24.40613087421443,129.01975197921428,87.98600352872313,167.3777580222414,116.2009373684421,159.44556284330724
18020162,2022.0,468.96774639774463,677.8478696748716,595.586598132442,663.4206219322489,669.1407952578342,505.38385450915683,591.3286088832629,472.8356331821255,395.9123841957813,775.9127682367892,735.7818174854382,459.30660283140935,160.4268954479444,308.54085094980024,517.4209742269272,435.1597026844976,502.9937264843045,508.7138998098898,344.95695906121244
18020162,2023.0,865.0693319538259,1131.6276966292799,1001.4575005386705,1189.4587562562808,1075.4176542066944,1089.957498521122,604.4173163413104,575.0095287416224,367.03139045556014,863.1791424372124,680.0932685097146,438.0302569984546,141.70167447897603,723.3676574748498,989.9260221503039,859.7558260596945,1047.7570817773048,933.7159797277184,948.2558240421461
18020153,2004.0,1005.0447428265818,996.0587434232942,978.357855532434,1151.1053159682751,1029.6707309832975,920.4078710537664,707.1772539177949,733.7751508761472,476.33095875503784,830.3022975956756,732.6859682582244,740.3461879022763,448.14994401453686,556.8947988120449,547.9087994087574,530.2079115178973,702.9553719537383,581.5207869687608,472.25792703922957
18020153,2005.0,1137.3785156091105,1070.2499751343455,1143.0386105626408,1202.9611244943835,1148.888327018625,975.0083881694998,723.0967576266527,806.5821301911191,441.5091606976978,873.4265772454071,698.4710578237616,742.3036313674534,378.34440180875,759.0341138003604,691.9055733255955,764.6942087538908,824.6167226856335,770.543925209875,596.6639863607498
18020153,2006.0,1556.9496077027488,1600.324808723798,1891.1882653036243,1768.1073807414577,1710.2670145180614,1406.5432208495554,674.1722000305645,727.2545153593777,420.2966036600249,800.2021010054883,693.2510097144135,688.0807595321353,759.346284137499,797.6033235652498,840.978524586299,1131.8419811661254,1008.7610966039588,950.9207303805624,647.1969367120565
18020153,2007.0,770.4279097151652,761.0821393915753,887.7950066595401,872.467890766029,789.815823539146,782.6692001284893,727.8856899433523,782.4404516202042,512.017309746601,837.9992809961309,751.3466784705851,719.7490843720947,348.5263961281453,421.9015135870199,412.55574326343,539.2686105313949,523.9414946378837,441.28942741100064,434.142804000344
18020153,2008.0,801.9823578329319,697.9216317373198,815.9250120815009,809.8481840651532,757.8479912485333,728.6579767107479,671.203944405619,702.4545860700225,443.48116914733674,782.0705155674295,753.0391566663117,669.6153698200486,303.5282683241585,498.45408950877345,394.39336341316135,512.3967437573424,506.3199157409947,454.31972292437484,425.12970838658936
18020153,2009.0,940.0566760977069,920.2551246156567,844.2276263620885,1040.6287028021993,979.9722356207609,833.8074095717109,689.2760022359645,674.0613108454327,462.6898534380729,806.0246919017648,728.7593910662083,758.6792215918646,318.8797582962797,621.1769178014272,601.375366319377,525.3478680658088,721.7489445059196,661.0924773244811,514.9276512754311
18020153,2010.0,1081.0221283083963,1105.9668893310154,955.2095031069465,1192.0787585871158,1090.4181228045609,1038.2643851746102,672.3131687412317,739.3972662859943,461.4200981630195,796.8486802069544,689.3160363416689,701.9720512126215,383.329415796698,697.6927125116983,722.6374735343173,571.8800873102484,808.7493427904178,707.0887070078628,654.9349693779121
18020153,2011.0,1369.212906890529,1388.5686580895335,1438.920873534665,1460.5691017374804,1436.2036722855946,1211.757772665704,678.6205311733768,751.5481766678972,480.6490442051008,832.6902964410638,689.592819544181,672.664183965433,547.2465997092828,821.9663071812461,841.3220583802508,891.6742738253822,913.3225020281975,888.9570725763118,664.5111729564211
18020153,2012.0,817.6021468313528,840.079857676578,816.1413171131301,999.9253197708426,824.8355996611359,831.5340594205005,704.1942197289517,657.1875919290637,443.6996160992488,835.537633275477,774.4917868220074,764.1985747920431,336.17512237350127,481.4270244578516,503.9047353030766,479.9661947396288,663.7501973973415,488.6604772876347,495.35893704699924
18020153,2013.0,917.4550260527643,991.6202214222924,1017.3512433433888,1078.7468294527641,999.6663751316825,921.3623035807665,662.9282221076137,584.247594038055,442.7773297619873,799.75996623588,743.6784656665087,712.1394241346322,367.65820968886953,549.7968163638948,623.962011733423,649.6930336545191,711.0886197638946,632.0081654428128,553.704093891897
18020153,2014.0,637.3608545773866,783.9819719136927,743.4689613051254,851.6287404100084,741.1052726416161,641.710734979032,670.6901970060263,639.4519841801203,483.3353667947584,778.3269011174214,782.1374466449224,651.489656562424,250.3351765297224,387.02567804766414,533.6467953839704,493.13378477540306,601.2935638802861,490.7700961118938,391.37555844930966
18020153,2015.0,780.2388921893448,893.3089323854158,830.6623205284777,1063.9976150381087,910.8810501442542,793.5569926906289,701.9806366100736,663.3245088155163,517.2262057702841,820.7840048165061,748.3308051088795,672.9073334963427,313.8231278939332,466.41576429541163,579.4858044914826,516.8391926345445,750.1744871441756,597.057922250321,479.73386479669574
18020153,2016.0,1172.5753849226714,1253.818280783194,1300.0583589015307,1372.9436906632338,1309.3621889837664,1206.1667396039813,742.6598290131315,722.540958889936,485.52311377636244,890.6382112380511,702.2389473415684,764.7223692888313,433.8420075093642,738.7333774133073,819.9762732738299,866.2163513921665,939.1016831538695,875.5201814744021,772.3247320946172
18020153,2017.0,1666.2395544959747,1751.8885964145102,1718.1744334430357,1873.4061862756562,1852.0364089349514,1504.8498522370585,693.8803498940667,748.3482581804657,435.2962332951002,772.7945336328512,719.9126928947331,630.632077217202,718.368906456167,947.8706480398077,1033.5196899583432,999.8055269868688,1155.0372798194892,1133.6675024787844,786.4809457808915
18020153,2018.0,867.9971293476713,917.0453773170173,939.0416712399572,1068.66972874323,942.4189224834031,762.7913072002716,733.8263737642021,735.6234368268798,487.13808531182605,839.9808271453071,751.3474046739063,727.6729717864819,393.1024986329985,474.8946307146727,523.9428786840188,545.9391726069587,675.5672301102315,549.3164238504046,369.68880856727316
18020153,2019.0,1477.0802287999877,1478.7824451962101,1399.985915747698,1739.5111078842676,1537.9034525749307,1226.6444504296005,710.8539963771167,702.6805362064204,498.1035111501205,808.5472459981343,724.6368949079975,727.59058400651,619.7837965785527,857.296432221435,858.9986486176574,780.2021191691452,1119.727311305715,918.119655996378,606.8606538510479
18020153,2020.0,709.4860458827474,736.7064978189984,715.7623855512684,789.0853994993979,778.6031702954533,643.3013013376847,750.229422487973,731.4012809783733,506.5532231817554,851.1182385473489,789.1306082814336,767.9431892516931,306.32898167295434,403.157064209793,430.37751614604406,409.4334038783141,482.7564178264436,472.27418862249897,336.9723196647304
18020153,2021.0,557.914446111831,573.1094435266225,575.7481854913427,625.0140715885536,605.9587894058209,537.9745314747236,727.0697116033054,680.0414967610363,477.1770914169002,811.9975523252419,805.0747854067561,759.9552127369245,230.28258049816117,327.6318656136699,342.82686302846133,345.4656049931815,394.7314910903924,375.67620890765977,307.6919509765624
18020153,2022.0,864.1766692702945,911.8242414719113,887.3473636014782,948.9236488349934,964.2132874429188,773.5461041929746,723.1565673581264,657.0452450584654,527.38644957085,847.1955894319697,764.8011035248717,727.6068909027483,283.8209657191611,580.3557035511334,628.0032757527501,603.526397882317,665.1026831158323,680.3923217237577,489.7251384738134
18020153,2023.0,1365.4244000449141,1403.131969051079,1290.2813855396562,1550.1334225822352,1476.4437704923823,1224.3196235927808,704.2422699972027,702.7406172756879,504.33564038741883,799.541472209148,715.220543310091,712.9742655860542,508.2975011928779,857.1268988520362,894.8344678582013,781.9838843467783,1041.8359213893573,968.1462692995044,716.022122399903
18020152,2004.0,989.1381022048678,910.5658377792101,925.5673015105508,829.3634916818493,940.7966326665874,892.3899245379132,674.0816640345065,648.8730246748821,517.0563050592064,846.8359478620547,688.6711205206361,613.8986011424944,413.43908046956506,575.6990217353027,497.12675730964514,512.1282210409857,415.92441121228427,527.3575521970224,478.95084406834815
18020152,2005.0,1146.272490345382,1150.8249955314718,868.8063603186637,916.3503519280678,1082.4879489121126,986.4945922262682,704.7279514253312,721.6147807521176,566.7350197445235,903.7557187257781,662.8209640372987,654.2998192946052,385.00160205472883,761.2708882906531,765.8233934767429,483.80475826393484,531.3487498733389,697.4863468573839,601.4929901715394
18020152,2006.0,1366.2397568582105,1307.7944754607695,1029.8101800814227,1191.4164416598946,1351.2568325925736,1147.9312257381525,662.5887775701415,672.7721385944892,485.461967690328,820.9994355558129,662.2321636737596,585.1200958537462,642.3134423038248,723.9263145543856,665.4810331569446,387.4967377775979,549.1029993560697,708.9433902887487,505.61778343432775
18020152,2007.0,620.9794332412305,601.8492085382987,524.7141834137067,526.4063863967021,622.4972764864503,582.5763066150848,659.6552115458871,679.7629436106238,508.11281905120836,823.4047813638562,682.3084701619573,524.9174490800959,93.82551981759948,527.1539134236309,508.0236887206992,430.88866359610716,432.5808665791027,528.6717566688509,488.7507867974853
18020152,2008.0,763.6062510649164,741.0785228503565,568.2649493737499,577.4398908334862,711.1968217020934,639.6967780921624,628.7465723262544,639.4731220918283,485.6045902176302,730.779122766246,679.3358308866616,553.0973423970488,202.02524108882494,561.5810099760913,539.0532817615316,366.239708284925,375.41464974466123,509.1715806132685,437.6715370033375
